"SiteId","SampId","X","Y","Region","Watershed_Main","Watershed","Watershed_Reg","RiverBasin","BIOGEO","MonitoringProgram","Day","Month","Year","Temp.average","tempmaxC","L","w","I0","shade","C.P","C.N","C.SusPOM","currentms","orgmicropollTU","saprowqclass","Lit.Inp","Occurrence.Chironomidae","Occurrence.Baetidae","Occurrence.Simuliidae","Occurrence.Oligochaeta","Occurrence.Limnephilidae","Occurrence.Limoniidae","Occurrence.Rhyacophilidae","Occurrence.Elmidae","Occurrence.Gammaridae","Occurrence.Heptageniidae","Occurrence.Nemouridae","Occurrence.Empididae","Occurrence.Hydropsychidae","Occurrence.Leuctridae","Occurrence.Ceratopogonidae","Occurrence.Psychodidae","Occurrence.Prostigmata","Occurrence.Sphaeriidae","Occurrence.Leptophlebiidae","Occurrence.Taeniopterygidae","Occurrence.Perlodidae","Occurrence.Psychomyiidae","Occurrence.Athericidae","Occurrence.Hydraenidae","Occurrence.Planariidae","Occurrence.Nematoda","Occurrence.Sericostomatidae","Occurrence.Tipulidae","Occurrence.Polycentropodidae","Occurrence.Odontoceridae","Occurrence.Lymnaeidae","Occurrence.Dugesiidae","Occurrence.Erpobdellidae","Occurrence.Scirtidae","Occurrence.Asellidae","Occurrence.Ephemerellidae","Occurrence.Ephemeridae","Occurrence.Stratiomyidae","Occurrence.Dytiscidae","Occurrence.Hydroptilidae","Occurrence.Chloroperlidae","Occurrence.Hydrobiidae","Occurrence.Planorbidae","Occurrence.Perlidae","Occurrence.Glossosomatidae","Occurrence.Blephariceridae","Occurrence.Glossiphoniidae","Occurrence.Capniidae","Occurrence.Goeridae","Occurrence.Philopotamidae","Occurrence.Gyrinidae","Occurrence.Dixidae","Occurrence.Calopterygidae","Occurrence.Leptoceridae","Occurrence.Tabanidae","Occurrence.Caenidae","Occurrence.Cordulegastridae","Occurrence.Pediciidae","Occurrence.Physidae","Occurrence.Lepidostomatidae","Occurrence.Anthomyiidae","Occurrence.Sialidae","Occurrence.Ptychopteridae","Occurrence.Haliplidae","Occurrence.Gomphidae","Occurrence.Hydrophilidae","Occurrence.Thaumaleidae","Occurrence.Rhagionidae","Occurrence.Corixidae","Occurrence.Cnidaria","Occurrence.Valvatidae","Occurrence.Bithyniidae","Occurrence.Platycnemididae","Occurrence.Aphelocheiridae","Occurrence.Dendrocoelidae","Occurrence.Potamanthidae","Occurrence.Dreissenidae","Occurrence.Brachycentridae","Occurrence.Piscicolidae","Occurrence.Siphlonuridae","Occurrence.Dryopidae","Occurrence.Dolichopodidae","Occurrence.Coenagrionidae","Occurrence.Veliidae","Occurrence.Gerridae","Occurrence.Niphargidae","Occurrence.Muscidae","Occurrence.Corbiculidae","Occurrence.Astacidae","Occurrence.Beraeidae","Occurrence.Libellulidae","Occurrence.Lepidoptera","Occurrence.Syrphidae","Occurrence.Sciomyzidae","Occurrence.Osmylidae","Occurrence.Scathophagidae","Occurrence.Mesoveliidae","Occurrence.Ephydridae","Occurrence.Psephenidae","Occurrence.Chaoboridae","Occurrence.Nepidae","Occurrence.Ptilocolepidae","Occurrence.Branchiopoda","Occurrence.Curculionidae","Occurrence.Notonectidae","Occurrence.Hymenoptera","Occurrence.Helicopsychidae","Occurrence.Culicidae","Occurrence.Ameletidae","Occurrence.Corduliidae","Occurrence.Phryganeidae","Occurrence.Cambaridae","Occurrence.Mysidae","Occurrence.Acroloxidae","Occurrence.Porifera","Occurrence.Chrysomelidae","Occurrence.Hemiptera","Occurrence.Lestidae","Occurrence.Neritidae","Occurrence.Cylindrotomidae","Occurrence.Hygrobiidae","Occurrence.Pleidae","Occurrence.Aeshnidae","Occurrence.Ecnomidae","Occurrence.Molannidae","Occurrence.Unionidae","Occurrence.Hirudinidae","Occurrence.Hydroscaphidae","Occurrence.Hydrometridae","Occurrence.Naucoridae","Occurrence.Sisyridae","Occurrence.Corophiidae","Occurrence.Janiridae","Occurrence.Bryozoa"
"CSCF_179_VD","CSCF_179_VD_2017-03-14",518605,146615,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",14,3,2017,9.78883742891665,17.859787200402,100,2.9,125,1,0.0473748762879177,5.49351651822986,1,0.283289666499635,-0.303193699637346,2,589.421299614626,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_1_VD","CSCF_1_VD_2017-03-09",503932,130413,NA,"RHONE","RhoneLeman","RhoneLemanR2","RHONE",NA,"Other programs",9,3,2017,9.9860294764177,18.203989819701,100,2,125,1,0.0468255289212424,5.01103428856455,1,0.455150923025408,-0.389759279174467,2,554.671218800643,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_26_VD","CSCF_26_VD_2017-03-28",517015,152520,"Plateau","RHONE","RhoneLeman","RhoneLemanR1","RHONE","Mittelland","Other programs",28,3,2017,9.55522982707721,16.9780161583082,100,14,125,0.974522,0.0173179211346145,1.74208606709353,1,0.694246043635137,-1.33595758294341,1,293.603530134375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_327_VD","CSCF_327_VD_2017-03-10",514186,144601,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",10,3,2017,9.05334776932789,16.5158506860746,100,2.8,125,1,0.0248601041462055,2.96128797680346,1,0.343691192718195,-0.787356781969171,1,525.224973148674,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_2_VD","CSCF_2_VD_2017-03-09",501658,137114,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",9,3,2017,9.14073460294542,16.4047598833306,100,4,125,1,0.0240466294318653,2.12604523817418,1,0.55571244030363,-1.07646978680708,1,602.096026321439,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_21_VD","CSCF_21_VD_2017-03-15",517525,152060,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",15,3,2017,10.1073104018609,17.951482369548,100,18,125,0.699367,0.024099413506602,2.26133602189639,1,0.74294319441612,-1.13046814774704,1,374.699914192486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_36_VD","CSCF_36_VD_2017-03-16",524800,153990,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",16,3,2017,10.6066164117019,19.0867772912746,100,3.6,125,1,0.0548264638660864,4.81185629788543,1,0.551822737899,-0.718052941594775,2,566.903294311864,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_22_VD","CSCF_22_VD_2017-03-15",518330,151245,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",15,3,2017,10.1595624132893,18.0457465656927,100,10,125,1,0.0240465838855945,2.25782811020999,1,0.886713915165678,-1.12936795479557,1,567.572618899838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_25_VD","CSCF_25_VD_2017-03-28",515970,152545,"Plateau","RHONE","RhoneLeman","RhoneLemanR1","RHONE","Jura","Other programs",28,3,2017,8.57015384962981,15.2860963430812,100,13,125,1,0.0106692336541283,1.13445048318485,1,0.599625279333863,-1.58991814591013,1,206.288161716106,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_328_VD","CSCF_328_VD_2017-03-10",514875,144846,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",10,3,2017,8.59904954336558,15.9699415721437,100,0.8,125,0.94586,0.0305756772110367,2.62925879620969,1,0.322080939242062,-0.382810880674793,1,529.453161440167,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_17_VD","CSCF_17_VD_2017-03-14",508835,142325,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",14,3,2017,9.54655469765611,16.8801566570536,100,4.3,125,0.907643,0.0131417660675487,1.34656108304324,1,1.04434029952383,-1.48131942166019,1,523.642886167311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_20_VD","CSCF_20_VD_2017-03-28",517270,153420,"Plateau","RHONE","RhoneLeman","RhoneLemanR1","RHONE","Mittelland","Other programs",28,3,2017,9.28437839943955,16.6875853987112,100,8.2,125,1,0.0298574246987483,2.78102482636029,1,0.59274395757167,-0.964144260749487,1,592.669993549389,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_176_VD","CSCF_176_VD_2017-03-14",518240,148030,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",14,3,2017,9.23299000900805,16.9096478190522,100,1.3,125,0.974194,0.0205386960118627,1.86290462249789,1,0.347003039559152,-0.483836713197471,1,593.885840119618,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_166_VD","CSCF_166_VD_2017-03-09",502435,129400,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",9,3,2017,9.79175669883458,17.8993562870649,100,1.2,125,0.952381,0.044652412862363,3.70514405940975,1,0.468507116710648,-0.436254779589291,2,526.768096644462,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_34_VD","CSCF_34_VD_2017-03-16",524383,157720,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",16,3,2017,10.0036390512091,18.0703008445094,100,3.6,125,1,0.0506311033241038,4.71066466292982,1,0.406158151109585,-0.802431401155733,2,571.938060499391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_18_VD","CSCF_18_VD_2017-03-10",511795,142850,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",10,3,2017,10.054830972323,18.2511571187539,100,3,125,1,0.0359852968950456,3.01586922702568,1,0.361779274443258,-0.510786304071612,2,556.768915551612,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_5_VD","CSCF_5_VD_2017-03-09",507146,136737,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",9,3,2017,10.2009618099583,18.3152626589654,100,5,125,1,0.0347205662179505,3.04603858818516,1,0.469785761469559,-0.620552072695612,2,470.887143754572,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_16_VD","CSCF_16_VD_2017-03-14",507700,144650,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Jura","Other programs",14,3,2017,9.428873607636,16.8479176221268,100,5,125,0.971429,0.0267168698316027,2.42215909868571,1,0.837251522130299,-1.16844164148748,1,603.004910553143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_11_VD","CSCF_11_VD_2017-03-14",509120,140885,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",14,3,2017,10.1724730947804,17.9781970687767,100,8.5,125,1,0.0145579879762036,1.44779369562458,1,0.800579322914257,-1.25502870726676,1,595.979568550159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_6_VD","CSCF_6_VD_2017-03-10",502500,139961,"Plateau","RHONE","RhoneLeman","RhoneLemanR1","RHONE","Jura","Other programs",10,3,2017,8.63462439951057,15.5887100286998,100,1.7,125,0.993631,0.0149890581754781,1.45468009712113,1,0.647960510467526,-1.33599503162643,1,580.08140636027,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_38_VD","CSCF_38_VD_2017-03-16",527015,151740,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",16,3,2017,10.8193625443707,19.4576729505105,100,4.5,125,1,0.0512873239372905,4.52008667906436,1,0.515951105826242,-0.649581064309697,2,513.84899533876,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_66_VD","CSCF_66_VD_2018-03-20",524850,175840,"Plateau","AARE","Aare","AareR1","RHEIN","Jura","Other programs",20,3,2018,10.3173453627303,18.2927419823365,100,9.5,125,0.596825,0.0065632877122042,0.923070228053826,1,1.1548054451045,-1.75617153197137,1,267.667918198672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_59_VD","CSCF_59_VD_2018-03-14",526620,171185,"Plateau","AARE","Aare","AareR1","RHEIN","Jura","Other programs",14,3,2018,9.53783361421995,17.1441651749161,100,1.2,125,1,0.0115873716209314,1.31800042610263,1,1.39192441018294,-1.49110842562102,1,594.113249323434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_645_VD","CSCF_645_VD_2018-03-23",531155,151740,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",23,3,2018,12.0198635137882,21.4945242859427,100,11,125,1,0.0454833088168122,4.2090868746946,1,0.485739239138483,-0.755168602051223,2,471.63813356207,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_71_VD","CSCF_71_VD_2018-03-27",535900,186415,"Plateau","AARE","Aare","AareR1","RHEIN","Jura","Other programs",27,3,2018,9.52779255800431,17.0997649104125,100,10.4,125,1,0.0122013061768657,1.35311507893066,1,0.614418339599281,-1.27056284803728,1,570.659172501418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_49_VD","CSCF_49_VD_2018-03-23",530240,157130,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",23,3,2018,11.8722307565392,21.230668347139,100,10.2,125,0.273016,0.0445261547872517,4.03939661981102,1,0.374814014697477,-0.80320551325965,2,123.517251683673,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_47_VD","CSCF_47_VD_2018-03-23",530100,160250,"Plateau","RHONE","RhoneLeman","RhoneLemanR2","RHONE","Mittelland","Other programs",23,3,2018,11.6088951912185,20.7629607411365,100,12.6,125,0.6,0.0410666618858269,3.7510256520969,1,0.485847209870969,-0.888147398711102,2,291.732620313091,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_68_VD","CSCF_68_VD_2018-03-20",531859,184520,"Plateau","AARE","Aare","AareR1","RHEIN","Jura","Other programs",20,3,2018,8.54717137593262,15.3857243212687,100,7.5,125,0.970874,0.00881389585482253,1.09097628441624,1,0.859291901769098,-1.23268317080735,1,409.356828873337,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
